,LABEL,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
13,0.0,100000.0,1.0,2.0,1.0,41.0,1.0,2.0,0.0,0.0,0.0,0.0,96310.0,78965.0,74289.0,70534.0,61450.0,65482.0,0.0,2600.0,6459.0,2500.0,5000.0,0.0
14,0.0,100000.0,2.0,3.0,1.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,5333.0,15798.0,390.0,2265.0,1823.0,5333.0,15798.0,390.0,2265.0,1823.0,780.0
15,0.0,50000.0,2.0,3.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,39804.0,41106.0,41843.0,42839.0,43690.0,44232.0,1964.0,1701.0,1697.0,1548.0,1620.0,1774.0
16,0.0,50000.0,1.0,3.0,2.0,25.0,0.0,0.0,2.0,2.0,0.0,0.0,39686.0,43685.0,44694.0,43673.0,44659.0,49512.0,5000.0,2000.0,0.0,2000.0,6000.0,300.0
17,0.0,170000.0,1.0,1.0,2.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37830.0,11160.0,4336.0,947.0,316.0,3797.0,11376.0,4346.0,947.0,316.0,3797.0,316.0
18,0.0,210000.0,2.0,3.0,1.0,41.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,16486.0,15725.0,18210.0,10784.0,41477.0,6879.0,15728.0,18213.0,10784.0,41477.0,6879.0,9498.0
19,0.0,200000.0,2.0,2.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,144249.0,144423.0,139978.0,126213.0,93788.0,94875.0,6097.0,8039.0,5112.0,5000.0,5008.0,4019.0
20,0.0,210000.0,2.0,1.0,1.0,43.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,50000.0,1.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,-1.0,0.0,49241.0,26539.0,53920.0,0.0,47566.0,48393.0,1600.0,1000.0,2500.0,47566.0,1700.0,2000.0
22,1.0,10000.0,1.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9473.0,9661.0,9001.0,9768.0,9233.0,9154.0,1288.0,1400.0,1200.0,300.0,800.0,500.0
23,0.0,80000.0,2.0,3.0,1.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4571.0,4905.0,9764.0,3829.0,4248.0,3747.0,4905.0,9764.0,3829.0,4248.0,3747.0,3569.0
24,0.0,190000.0,2.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,185788.0,185959.0,179458.0,162482.0,158137.0,157956.0,7483.0,5902.0,7061.0,4902.0,6057.0,5381.0
25,0.0,390000.0,1.0,1.0,1.0,41.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7015.0,500.0,321.0,4411.0,1069.0,448.0,500.0,321.0,4412.0,1069.0,448.0,2661.0
26,0.0,130000.0,1.0,1.0,2.0,29.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,400000.0,2.0,2.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,43405.0,39802.0,37115.0,39907.0,35061.0,35969.0,15000.0,15000.0,10000.0,15000.0,20000.0,20000.0
28,0.0,100000.0,1.0,3.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,94467.0,96521.0,98728.0,74239.0,75704.0,55704.0,3627.0,3938.0,2515.0,2516.0,4022.0,2032.0
29,0.0,20000.0,1.0,2.0,2.0,24.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,18196.0,19495.0,-280.0,-280.0,-280.0,-670.0,1775.0,0.0,0.0,390.0,0.0,1600.0
30,0.0,20000.0,2.0,1.0,2.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,18761.0,18167.0,19202.0,20178.0,20281.0,20293.0,0.0,1634.0,1610.0,710.0,717.0,722.0
31,0.0,50000.0,2.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,25870.0,21511.0,20952.0,21873.0,22319.0,24371.0,1325.0,1392.0,1313.0,759.0,2371.0,3294.0
32,0.0,280000.0,1.0,1.0,1.0,37.0,-1.0,0.0,0.0,0.0,0.0,0.0,33687.0,21575.0,23926.0,23102.0,22734.0,29434.0,5000.0,3000.0,10000.0,10000.0,16934.0,10234.0
33,0.0,60000.0,2.0,2.0,2.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,45373.0,49363.0,48308.0,51616.0,56416.0,21680.0,4747.0,0.0,5000.0,5000.0,0.0,23999.0
34,0.0,80000.0,2.0,2.0,2.0,25.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,210000.0,2.0,3.0,1.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1168.0,1511.0,0.0,1783.0,1000.0,150.0,1511.0,0.0,1783.0,1000.0,150.0,14780.0
36,0.0,320000.0,2.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,42596.0,43548.0,33674.0,34259.0,62546.0,106857.0,1955.0,2020.0,1605.0,30039.0,65000.0,5000.0
37,0.0,120000.0,2.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,118492.0,119637.0,102228.0,75558.0,47536.0,44749.0,6141.0,4474.0,2647.0,1367.0,1322.0,1500.0
38,0.0,50000.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,11148.0,13637.0,14959.0,16204.0,16536.0,17118.0,3000.0,1850.0,1800.0,900.0,1000.0,1000.0
39,0.0,80000.0,1.0,2.0,2.0,27.0,1.0,-2.0,-2.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,698.0
40,1.0,100000.0,1.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,30505.0,31509.0,32597.0,33520.0,28930.0,30478.0,1509.0,1597.0,1520.0,1500.0,2000.0,26715.0
41,1.0,260000.0,2.0,3.0,1.0,41.0,0.0,-1.0,-1.0,0.0,0.0,0.0,2472.0,8160.0,4549.0,5502.0,3487.0,5416.0,8160.0,4549.0,1056.0,139.0,2000.0,381.0
42,0.0,210000.0,1.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,62809.0,64781.0,65847.0,46992.0,47073.0,47283.0,3018.0,2824.0,1757.0,1674.0,1717.0,1741.0
43,0.0,180000.0,2.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,60258.0,51699.0,48469.0,49553.0,49772.0,50829.0,2130.0,2200.0,2200.0,2000.0,2000.0,2100.0
44,0.0,80000.0,2.0,2.0,1.0,32.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1880.0,1261.0,1650.0,3176.0,3379.0,1807.0,1261.0,1650.0,3176.0,3379.0,1807.0,2241.0
45,1.0,210000.0,2.0,2.0,2.0,49.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,991.0,4045.0,4056.0,65825.0,60803.0,56578.0,6035.0,4056.0,65825.0,1420.0,1132.0,5000.0
46,0.0,40000.0,2.0,1.0,2.0,24.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5247.0,7196.0,6597.0,5552.0,4081.0,3232.0,7196.0,6597.0,5552.0,4081.0,3232.0,8390.0
47,0.0,280000.0,1.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,188698.0,353481.0,152132.0,138990.0,136778.0,137641.0,6337.0,6000.0,4974.0,5041.0,5215.0,7000.0
48,0.0,100000.0,2.0,5.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,42622.0,46884.0,51103.0,52251.0,53480.0,54467.0,5000.0,5000.0,2000.0,2100.0,2000.0,5001.0
49,0.0,100000.0,2.0,3.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,41088.0,41807.0,43348.0,42782.0,40779.0,40618.0,2000.0,3000.0,1900.0,1550.0,1430.0,3143.0
50,1.0,20000.0,2.0,1.0,2.0,24.0,2.0,-1.0,2.0,0.0,0.0,0.0,1015.0,19214.0,15703.0,9914.0,8200.0,11876.0,19214.0,0.0,1000.0,0.0,5000.0,5400.0
51,1.0,80000.0,1.0,3.0,2.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,88027.0,85314.0,84147.0,59671.0,80941.0,27436.0,3264.0,4092.0,2400.0,43532.0,1511.0,1200.0
52,0.0,230000.0,2.0,2.0,2.0,26.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,23758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,380000.0,2.0,1.0,2.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,66979.0,70289.0,69790.0,71506.0,74078.0,77088.0,5700.0,2500.0,3500.0,5000.0,5000.0,3400.0
54,0.0,90000.0,2.0,2.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,86422.0,89710.0,70681.0,73595.0,90755.0,53692.0,5000.0,3300.0,22837.0,3300.0,0.0,1650.0
55,0.0,500000.0,2.0,3.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,110651.0,94609.0,95607.0,95276.0,90310.0,91229.0,3005.0,3027.0,6024.0,3003.0,2334.0,4087.0
56,0.0,360000.0,1.0,1.0,1.0,39.0,-1.0,-1.0,2.0,-1.0,-1.0,0.0,264.0,1139.0,264.0,2193.0,528.0,264.0,1139.0,0.0,2193.0,528.0,0.0,264.0
57,1.0,30000.0,2.0,3.0,1.0,26.0,3.0,2.0,2.0,2.0,2.0,2.0,8893.0,8601.0,10862.0,11485.0,11006.0,12270.0,0.0,2405.0,1100.0,0.0,1600.0,0.0
58,1.0,70000.0,2.0,2.0,1.0,40.0,1.0,2.0,2.0,0.0,0.0,0.0,56922.0,60047.0,56884.0,57717.0,26342.0,26342.0,5500.0,0.0,2723.0,1062.0,936.0,943.0
59,1.0,20000.0,2.0,2.0,1.0,42.0,2.0,3.0,2.0,2.0,2.0,2.0,18162.0,18464.0,19465.0,19649.0,19978.0,20512.0,900.0,1600.0,800.0,950.0,1000.0,800.0
60,0.0,180000.0,2.0,2.0,2.0,25.0,0.0,0.0,0.0,-2.0,-1.0,0.0,11393.0,2963.0,0.0,0.0,351.0,1351.0,2000.0,0.0,0.0,351.0,1000.0,0.0
61,0.0,420000.0,2.0,2.0,2.0,26.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,62364.0,30165.0,106030.0,33694.0,49354.0,44744.0,30336.0,107382.0,33850.0,49587.0,47222.0,57258.0
62,0.0,30000.0,2.0,3.0,1.0,51.0,0.0,0.0,2.0,2.0,2.0,0.0,22373.0,25363.0,23582.0,21422.0,18302.0,16527.0,3400.0,1400.0,1000.0,700.0,1000.0,488.0
63,0.0,160000.0,1.0,3.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,150451.0,152384.0,155976.0,157793.0,158652.0,157163.0,7000.0,7500.0,6008.0,5516.0,6011.0,6009.0
64,0.0,190000.0,2.0,3.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,124245.0,126722.0,129376.0,132016.0,134632.0,137470.0,4536.0,4696.0,4791.0,4811.0,5000.0,5033.0
65,0.0,80000.0,2.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,23424.0,20510.0,20330.0,17050.0,10926.0,10068.0,5000.0,3500.0,3000.0,0.0,1000.0,10000.0
66,0.0,50000.0,2.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,46882.0,49737.0,50361.0,50152.0,28119.0,28238.0,5100.0,2600.0,2011.0,2000.0,3510.0,2000.0
67,0.0,500000.0,2.0,1.0,1.0,53.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,1200.0,0.0,3609.0,4053.0,0.0,4487.0,0.0,3609.0,4053.0,0.0,4487.0,638.0
68,0.0,600000.0,2.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,501499.0,510470.0,520492.0,525749.0,480722.0,460068.0,19500.0,20462.0,19445.0,17348.0,16536.0,16845.0
69,0.0,50000.0,2.0,3.0,1.0,41.0,0.0,0.0,0.0,0.0,-1.0,0.0,46857.0,48080.0,49705.0,51400.0,16087.0,16827.0,2000.0,2400.0,3000.0,16087.0,1000.0,800.0
70,1.0,180000.0,2.0,2.0,2.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,360.0,2240.0,6071.0,1554.0,0.0,0.0,2240.0,6071.0,1554.0,0.0,0.0,0.0
71,1.0,20000.0,1.0,1.0,2.0,24.0,1.0,2.0,2.0,2.0,0.0,0.0,6696.0,7437.0,8810.0,9470.0,18315.0,19237.0,1000.0,1495.0,1000.0,9000.0,1800.0,900.0
72,0.0,200000.0,2.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,23870.0,25168.0,26451.0,27437.0,29401.0,31939.0,2000.0,2000.0,1437.0,2401.0,3000.0,6000.0
73,0.0,290000.0,1.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,72774.0,67311.0,66183.0,61332.0,62445.0,59213.0,3500.0,3000.0,3000.0,3000.0,3000.0,3000.0
74,0.0,500000.0,1.0,2.0,1.0,40.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1010.0,4682.0,8570.0,12072.0,9832.0,984.0,4682.0,5000.0,5000.0,5000.0,1000.0,600.0
75,1.0,20000.0,2.0,1.0,2.0,25.0,1.0,-1.0,-1.0,-2.0,-1.0,0.0,2521.0,17360.0,0.0,200.0,17976.0,17980.0,17388.0,0.0,200.0,17976.0,4.0,2170.0
76,0.0,50000.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,50175.0,49798.0,50795.0,50150.0,9658.0,10011.0,1796.0,2193.0,2040.0,330.0,492.0,332.0
77,0.0,340000.0,2.0,2.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,196112.0,183453.0,167592.0,162628.0,142779.0,139548.0,6446.0,6207.0,5758.0,4853.0,4940.0,4600.0
78,0.0,50000.0,2.0,3.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,2.0,49402.0,50361.0,48762.0,49671.0,22895.0,19501.0,1800.0,2110.0,2010.0,1600.0,0.0,750.0
79,0.0,230000.0,2.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,73521.0,75691.0,77867.0,80957.0,83695.0,86184.0,4000.0,4000.0,5000.0,5000.0,4000.0,8000.0
80,0.0,180000.0,2.0,1.0,2.0,38.0,0.0,-1.0,0.0,0.0,0.0,0.0,16056.0,179490.0,180360.0,177460.0,140738.0,141830.0,180040.0,8200.0,9607.0,5103.0,5237.0,5000.0
81,0.0,90000.0,2.0,3.0,1.0,38.0,-1.0,0.0,0.0,0.0,0.0,0.0,85718.0,88476.0,90120.0,91124.0,65778.0,65866.0,4200.0,5000.0,4776.0,2400.0,3000.0,3000.0
82,0.0,50000.0,2.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,47303.0,48427.0,48069.0,49081.0,48485.0,49484.0,2807.0,3008.0,2812.0,2000.0,2000.0,2000.0
83,1.0,30000.0,1.0,2.0,2.0,39.0,2.0,4.0,3.0,2.0,2.0,4.0,25999.0,25305.0,24624.0,23930.0,28807.0,27781.0,0.0,0.0,0.0,5288.0,0.0,0.0
84,0.0,110000.0,2.0,2.0,2.0,28.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,10048.0,8311.0,3404.0,407.0,1250.0,88628.0,2000.0,3000.0,410.0,1250.0,89035.0,3491.0
85,0.0,20000.0,2.0,3.0,1.0,30.0,0.0,0.0,0.0,-2.0,-1.0,0.0,12304.0,17000.0,0.0,0.0,700.0,700.0,5170.0,0.0,0.0,700.0,0.0,0.0
86,0.0,120000.0,2.0,1.0,1.0,51.0,0.0,0.0,0.0,-1.0,0.0,0.0,82865.0,82741.0,62914.0,60584.0,61412.0,55572.0,3652.0,1258.0,60584.0,1228.0,0.0,0.0
87,1.0,240000.0,1.0,1.0,1.0,38.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,180000.0,1.0,1.0,2.0,34.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,20000.0,2.0,3.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,20288.0,20293.0,20196.0,19777.0,20130.0,19350.0,1500.0,1400.0,2000.0,3000.0,1000.0,1000.0
90,1.0,100000.0,2.0,3.0,3.0,51.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,20000.0,1.0,2.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,-1.0,3855.0,3150.0,2862.0,3247.0,2857.0,2467.0,1040.0,1225.0,1000.0,0.0,2500.0,491.0
92,1.0,160000.0,2.0,2.0,1.0,25.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,8030.0,8030.0,8030.0,19069.0,15359.0,10846.0,8030.0,8030.0,19069.0,5359.0,377.0,5877.0
93,0.0,200000.0,1.0,2.0,1.0,33.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2104.0,998.0,846.0,12319.0,19206.0,17034.0,1003.0,848.0,12323.0,8026.0,3083.0,6424.0
94,0.0,140000.0,2.0,3.0,2.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,177535.0,170477.0,149237.0,132330.0,122464.0,54494.0,14500.0,0.0,5000.0,8000.0,10000.0,9472.0
95,0.0,50000.0,1.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,11030.0,12048.0,13145.0,14160.0,14441.0,14743.0,1203.0,1300.0,1235.0,516.0,534.0,537.0
96,1.0,30000.0,1.0,2.0,2.0,37.0,2.0,2.0,2.0,0.0,0.0,0.0,25811.0,29066.0,28322.0,29251.0,15525.0,0.0,3700.0,0.0,1800.0,3925.0,0.0,0.0
97,0.0,210000.0,2.0,1.0,1.0,26.0,1.0,2.0,-1.0,-1.0,-1.0,2.0,5589.0,2687.0,3746.0,5000.0,5618.0,3618.0,14.0,4062.0,5005.0,5618.0,0.0,1354.0
98,0.0,80000.0,2.0,2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,51346.0,52955.0,54063.0,54608.0,55695.0,56786.0,3000.0,2500.0,2000.0,2500.0,2500.0,2500.0
99,0.0,130000.0,1.0,3.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,124716.0,128924.0,131790.0,126031.0,99489.0,94722.0,6789.0,12206.0,6259.0,5105.0,3474.0,6002.0
100,0.0,50000.0,2.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,49872.0,32918.0,33998.0,34852.0,14163.0,14362.0,1600.0,2500.0,2000.0,1000.0,1000.0,1000.0
101,1.0,300000.0,2.0,1.0,2.0,31.0,0.0,0.0,0.0,-1.0,-1.0,0.0,34515.0,60700.0,33843.0,5045.0,10288.0,12565.0,30000.0,5000.0,5045.0,10288.0,5000.0,5000.0
102,0.0,180000.0,2.0,2.0,1.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5360.0,6176.0,398.0,629.0,0.0,978.0,6207.0,398.0,629.0,0.0,978.0,2198.0
103,0.0,490000.0,2.0,1.0,1.0,53.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1700.0,8913.0,0.0,400.0,4186.0,6205.0,8913.0,0.0,400.0,4186.0,6205.0,2025.0
104,0.0,420000.0,1.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,193370.0,198053.0,202618.0,197985.0,200163.0,2559.0,4988.0,4976.0,6019.0,5065.0,1035.0,182778.0
105,1.0,220000.0,2.0,2.0,2.0,26.0,2.0,2.0,2.0,2.0,0.0,0.0,80055.0,82646.0,81229.0,80175.0,79563.0,82371.0,4500.0,450.0,2000.0,300.0,3310.0,16.0
106,0.0,250000.0,2.0,1.0,1.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2198.0,7404.0,3186.0,5161.0,0.0,13714.0,7404.0,3186.0,5161.0,0.0,13714.0,3224.0
107,0.0,230000.0,2.0,2.0,2.0,31.0,1.0,2.0,0.0,0.0,0.0,2.0,19451.0,13716.0,14718.0,13524.0,15529.0,12936.0,1017.0,5028.0,5003.0,3012.0,3.0,3898.0
108,0.0,50000.0,2.0,1.0,2.0,22.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,2416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,280000.0,2.0,1.0,2.0,32.0,-1.0,0.0,0.0,0.0,0.0,0.0,215052.0,191094.0,195204.0,199091.0,201581.0,206054.0,7000.0,7200.0,8800.0,7300.0,7700.0,16000.0
110,0.0,50000.0,2.0,3.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,47670.0,48447.0,49493.0,48497.0,18930.0,19329.0,1954.0,2000.0,20567.0,1000.0,664.0,1000.0
111,0.0,170000.0,1.0,2.0,1.0,37.0,1.0,2.0,0.0,0.0,0.0,0.0,77959.0,76115.0,79274.0,82034.0,85664.0,89272.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0
112,1.0,100000.0,2.0,3.0,1.0,50.0,2.0,2.0,2.0,2.0,-1.0,0.0,117517.0,110537.0,99734.0,99973.0,71008.0,66735.0,4700.0,0.0,3000.0,103000.0,2500.0,3000.0
113,0.0,280000.0,1.0,1.0,2.0,32.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,19668.0,1000.0,3186.0,44932.0,2100.0,0.0,1000.0,3186.0,45028.0,2100.0,0.0,0.0
114,0.0,110000.0,2.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5457.0,6660.0,7590.0,8657.0,9013.0,9367.0,1300.0,1200.0,1200.0,500.0,500.0,1000.0
115,0.0,60000.0,2.0,4.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,170536.0,175143.0,180162.0,190202.0,209923.0,55491.0,5143.0,5162.0,10202.0,19923.0,1591.0,5500.0
116,1.0,60000.0,1.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,58123.0,53604.0,54851.0,55742.0,27333.0,27615.0,2000.0,2500.0,2500.0,1000.0,1100.0,1100.0
117,0.0,120000.0,1.0,3.0,1.0,40.0,-1.0,-1.0,0.0,0.0,0.0,0.0,32161.0,64308.0,65015.0,66571.0,67632.0,57798.0,64308.0,3000.0,4000.0,4000.0,4000.0,4000.0
118,1.0,30000.0,2.0,3.0,1.0,55.0,1.0,2.0,0.0,0.0,0.0,0.0,30724.0,29278.0,30393.0,29785.0,30377.0,30155.0,0.0,1600.0,1585.0,1377.0,1155.0,2600.0
119,0.0,20000.0,1.0,2.0,2.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,18996.0,19316.0,20330.0,20515.0,20424.0,19996.0,1325.0,1339.0,1609.0,823.0,723.0,1705.0
120,0.0,140000.0,2.0,2.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,124288.0,123172.0,130095.0,122342.0,77536.0,80783.0,10000.0,18000.0,10000.0,10000.0,20000.0,15000.0
121,0.0,260000.0,2.0,3.0,2.0,49.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-5684.0,211466.0,200304.0,2735.0,316.0,305.0,217773.0,200304.0,2759.0,316.0,305.0,2596.0
122,0.0,280000.0,2.0,3.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,294995.0,316345.0,334612.0,262625.0,172344.0,182776.0,26345.0,24612.0,22625.0,12344.0,12776.0,11852.0
